TEXT,LABEL
"Our data showed that the blood pressure and hydration status of the intervention group improved at the end of intervention, but there was no difference of intergroup PD dialysate utilization, suggesting that the reduction in salt intake could be the reason.",Randomised controlled trial
The application of stringent recruitment criteria as well as exclusion of infant-mother pairs who did not exclusively breastfeed for at least 6 weeks has advantages and disadvantages.,Cohort study
"In study methodology we have used pre-tested questionnaire, scientific calculation of sample size, random and systematic sampling and calculation of unadjusted and adjusted Oddâs ratio which adds to the strength of our study.",Systematic analysis
"According to advances in gene sequencing technologies, many findings of experimental animal and human studies of adults and children demonstrated that compositional and functional changes in the gut microbiota (dysbiosis) are associated with the development of obesity.","Animal research, In vivo studies"
"The GEFA-HT-UY study is a prospective cohort with a sample of 572 participants, that started in April 2012 randomly recruiting nuclear families from the inhabitants of a geographically defined area located approximately 10 km from downtown Montevideo [13].",Cohort study
"These guidelines contain the definition of and screening process for dyslipidemia and introduce new dietary methods: the Cardiovascular Health Integrated Lifestyle Diet (CHILD)-1, the CHILD-2-low-density lipoprotein cholesterol, and the CHILD-2-triglyceride.","Narrative review, Expert opinion, Editorial, Ideas"
"Early targeted interventions, such as strategies aiming at lowering BP and preventing the decrease in HDL-C level, should be considered for the precise treatment of obesity in clinical practice with the goal of improving metabolically healthy state.","Narrative review, Expert opinion, Editorial, Ideas"
"The 95th of office BP measurements was used as the cut-off for hypertension, according to current European guidelines [38].","Narrative review, Expert opinion, Editorial, Ideas"
"In a two week randomized cross-over study between iso-caloric (30% protein, 30% fat, 40% carbohydrate) soy based vegetarian high protein and meat based high protein diet, Neacsu et al.",Randomised controlled trial
"Briefly, the baseline survey of the AnsanâAnsung cohort was performed in 2001â?002 with a total of 10,030 participants aged 40â?9 years, and follow-up survey data were collected biennially.",Cohort study
Individuals in both cohorts showed a significant association of NBEA polymorphism with BMI.,Cohort study
The results showed that dietary intervention deeply restructured the gut microbial community Wei et al.,Cohort study
"Several human intervention trials investigating the effects of anthocyanins on biomarkers of CVD risk, have reported increases in HDLâC and reductions in LDLâC and triglycerides after ingestion.",Randomised controlled trial
Animal studies have supported these findings by showing that increased telomere attrition leads to adipose tissue dysfunction and insulin resistance.,"Animal research, In vivo studies"
A further advantage of the study is the high participation rate at the start of the cohort and at the different subsequent examinations.,Cohort study
Knockdown of Clec14a with siRNA suppressed cell migratory activity in vitro (32).,"In vitro research, Laboratory research"
"This exploratory, cross-sectional analysis of six phthalate metabolites revealed a number of interesting associations with BMI and WC, including several dose-response relationships.",Cross-sectional study
"Several studies, not including microbiota assessments, have been published previously on these cohorts (24, 25).",Cohort study
Participants were instructed to collect their stool using aseptic swabs and were sealed dung cup before and after the intervention study.,Randomised controlled trial
The results of quality control tests underline the validity of the HbA1c data.,"Narrative review, Expert opinion, Editorial, Ideas"
After study completion animals were euthanized by an SNPRC veterinarian using ketamine and pentobarbital followed by exsanguination in accordance with American Veterinary Medical Association (AVMA) guidelines [33].,"Animal research, In vivo studies"
Patients with diabetes from our adult enable cohort (n = 8) were therefore compared with the non-diabetic adult population (n = 20).,Cohort study
"Briefly, an unweighted and weighted UniFrac-based PCoA of the cohort was performed to visually explore the similarity and variation between the samplesâ?microbial composition (Figure 2A,B).",Cohort study
"To test the effect of an oral bolus, vehicle or 100 mg/kg BAM15 was administered by oral gavage in a formulation containing 0.7% methylcellulose (Sigma M0512, 93%), Tween80 (Sigma P6474, 2%) and DMSO (Sigma D5879, 5%).","In vitro research, Laboratory research"
The effects of the water-extraction of Astragali Radix and Lycopi herba on the Pathway of TGF-smads-UPP in a rat model of Diabetic Nephropathy,"Animal research, In vivo studies"
The dose-dependent test was performed directly in normal-weight subjects as we previously reported the insensitivity of ex vivo PBMCs to food bioactives as a result of increased body weight [11].,"In vitro research, Laboratory research"
"This trial was a randomized, double-blind placebo-controlled feeding trial of inulin (10 g/day [FrutafitÂ® IQ, Sensus American, Inc., Lawrenceville, NJ, USA; 100% chicory root inulin, DP 9â?2]) or placebo (maltodextrin; 10 g/day) supplementation for 6 weeks.",Randomised controlled trial
"During the modeling period, rats were randomly divided into two groups: normal diet group (ND) (n = 10) and the HFD group (HFD1) (n = 40).","Animal research, In vivo studies"
Cohort characteristics were compared by Fisherâs exact test/chi-square test for categorical data and an unpaired t test or the Mann-Whitney test for continuous data.,Cohort study
"The interim report by C-RIDL on the global multicenter study [5,9] highlighted close association of BMI in terms of rp with the following analytes: C3, ALT, CRP, UA, GGT, HDL-C, TG, LDL-C, C4, and AST in that order of strength in males, and similarly in females.",Cohort study
"Of the three forms of Cr used in the diet, only the addition of Cr-NPs increased the final body weight (p = 0.048) of the rats compared to the control group.",Randomised controlled trial
"In conclusion, this exploratory study showed that circulating LEAP2 levels decrease in boys with CDGP receiving treatment to induce puberty after the onset of puberty in keeping with increased energy demand.",Case series
This has been shown in results that revealed the difference in the significant response between the biochemical parameters and the Firmicutes/Bacteroid Ratio in the control group.,Non-randomised controlled trial
"As shown in Fig 7A, insulin treatment significantly reduced the lipid-induced CD36 degradation observed after oil gavage.","In vitro research, Laboratory research"
"In conclusion, this is one of the first prospective studies to detect the optimal OHpost target in anuric MHD patients.",Cohort study
"muciniphila, to examine using gavage with the cultured microbe and observed striking effects on weight gain, adiposity, plasma lipids, and insulin resistance.","In vitro research, Laboratory research"
"For the case-control analyses, linear growth status was therefore defined as severely stunted (HAZââ¤ââ3, cases) or stunted (â?â?âHAZââ¤ââ2, controls).",Case-control study
"Importantly, loss or interference with this signalling axis via surgical, pharmacological, or dietary intervention resulted in the loss of portal GLP-1s anti-lipemic effects.",Non-randomised controlled trial
"In the present study, we made a systematic review and meta-analysis involving 14 RCTs of parallel or crossover study; to our knowledge, this was the first systematic analysis to evaluate the role of RS supplementation in ameliorating IR in T2DM and simple obesity.",Meta-analysis
"Of the 22 included studies, only 5 and 3 were covered in the previous meta-analyses by Jovanovski et al.",Meta-analysis
"In addition, we found a strong reduction of TNF-Î± serum levels in participants after the VLCKD; on the contrary, IL-10 serum levels were statistically increased after the diet intervention.",Non-randomised controlled trial
"In vitro, insulin treatment abolished CD36-mediated up-regulation of MTP in Caco-2 cells.","In vitro research, Laboratory research"
"Knowledge of these differences in the metabolite profile may be useful to understanding the pathogenesis of DCM, and these results may also serve as potential important targets for clinical diagnosis and therapeutic intervention of DCM in the future.","Narrative review, Expert opinion, Editorial, Ideas"
"The cross-sectional study involved 98 PCOS inpatients (20 normal weight, 17 overweight and 61 obese) with stable body mass.",Cross-sectional study
"Similarly, an Iranian study reported an average dietary fiber intake of 15 to 18 g/day among participants during Ramadan, which is comparable to dietary fiber intake of the control group in the current study indicating a habit of low dietary fiber consumption among fasting individuals during the month of Ramadan [42].",Case-control study
"Furthermore, this study included a relatively small number of subjects from a localized sample population (a cohort of Japanese individuals from one town), which limits the ability to generalize the findings.",Cohort study
"For GRSârelated HDL, the Framingham Heart Study evaluated the GRS for lipid levels using genomeâwide markers based on their study.",Cohort study
"To our understanding, ours is the first study to examine FA concentrations of a large cohort of Southeast Asian, specifically Singaporean, adults in this level of detail.",Cohort study
This complexity can be demonstrated by the findings of an RCT aimed at reducing sodium which resulted in an increase in the levels of plasma butyrate in women [78].,Randomised controlled trial
"After RS consumption, fasting insulin levels was lower than control group, but there was significant heterogeneity (I2 =â?1%) (Fig.",Randomised controlled trial
"The subjects had to meet certain inclusion criteria: signing an informed consent form, not consuming more than three servings of fruit and vegetables per day, having a BMI between 18.5 and 35 kg/m2, and being aged between 18 and 65 years old.",Cohort study
"Using genetic risk scores derived with variants from a previous BMI GWAS meta-analysis, we found evidence that employeesâ?genetic risk was associated with the quality, quantity, and timing of the food they purchased at work.",Meta-analysis
These predicted responders showed a significant decline in serum TC (P = 0.002) as compared to the placebo-treated subjects.,Randomised controlled trial
TC was evaluated on the basis of the sum of the target value of non HDL-C and HDL-C according to the JAS guideline.,"Narrative review, Expert opinion, Editorial, Ideas"
"The results showed that the levels of inflammatory cytokines ILâ? and TNFâÎ?were decreased in the SS intervention group, indicating an improvement in the inflammatory response of obese rats.","Animal research, In vivo studies"
"The inclusion criteria of the study are as follows: (1) age of 18â?0âyears; (2) adults with normal weight (body mass index [BMI]: 18.5â?3.5âkg/m2, body fat percentage: 12â?2%, waist circumference < 90âcm), and obese adults (BMI > 27.5âkg/m2, body fat percentage > 27%, waist circumference > 95âcm); (3) apparently healthy men; (4) written informed consent to participate; and (5) willingness to undertake the required fasting periods.",Cohort study
"There was a seven-day washout period between the two phases, during which the participants abstained from eating protein bars.",Randomised controlled trial
The clinical trial was registered at www.clinicaltrials.gov (accessed on 1 March 2021) as NTC02417350.,Randomised controlled trial
This analysis is reported according to the âStrengthening the Reporting of Observational Studies in Epidemiology - Nutritional Epidemiology (STROBE-nut)â?recommendations [23].,Cohort study
"A handful of clinical trials on taurine supplementation have suggested that taurine significantly improves many pathological conditions, including dilated cardiomyopathy, ischemic heart disease, hypertension, congestive heart failure, atherosclerosis, and obesity (78, 79).",Randomised controlled trial
We conducted a cross-sectional survey among 9- to 14-year-old school children in Port Elizabeth.,Cross-sectional study
"At the same time, the level of serum 25(OH)D in patients with HF was often lower than that in the control group, so VD was also used as a serum marker to judge the prognosis of HF (39).",Case-control study
"The apical compartment was then filled with 500 Î¼L of donor solution consisting of cell culture medium with 2.1 g Lâ? glucose, 1.0 g Lâ? xylitol and the substance of interest at indicated concentrations.","In vitro research, Laboratory research"
"Plasma from a single age- and sex-matched control (MURDOCK Study, Duke University) and the case patient were analyzed with UPLC/MS/MS for intensity (m/z), annotated, and normalized against a median of 1 (Metabolon, Morrisville NC).",Case report
"The inclusion criteria were as follows: age (50â?0 years), amenorrhea (>2 years) and body mass index (BMI) (25â?3 kg/m2).",Cohort study
"Interestingly, levels of arachidonic acid, a pro-inflammatory fatty acid, were not significantly different between the disease severity groups in this cohort and were not associated with the development of PASC.",Cohort study
"In order to accomplish our objectives, this review followed the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines [37].",Systematic analysis
"The changes (mean Â± standard deviation) in individual biochemical indices and microbiota between the baseline, after-PYP-intake, and washout periods were assessed with a paired t-test or a Wilcoxon signed-rank test according to the data distribution.",Cohort study
"Due to the low discrepancy in dietary habits among our cohort, even according to different sub-grouping, the other collected and analyzed variables (metadata) increased the specificity of the observed difference in microbiota composition.",Cohort study
"However, more studies, and especially prospective longitudinal studies, are needed to clarify how diet and the gut microbiota affect the ageing process and how the gut microbiota are in turn affected by aging itself.",Cohort study
"We initially enrolled 62,326 individuals, and total of 55,113 (45.8% men and 54.2% women) were included in final analysis after application of the exclusion criteria (Figure 1).",Cohort study
Fifty subjects participated in a randomized crossover clinical intervention; subjects were randomly allocated to consume either two eggs or one packet of oatmeal per day for breakfast for four weeks.,Randomised controlled trial
"Regarding the effect of BMI in the association between EDSF CF and BP, in the stratified analyses differences were only observed in children with normal weight, although numbers were small in the pre-hypertensive and hypertensive groups.",Cohort study
"However, the statistical power of a crossover study is much greater than in a parallel study of equivalent size since all participants receive the treatment under investigation [53].",Cohort study
Primary care physicians will be randomly allocated to 'Usual' (UQIP) or 'Advanced' (AQIP) Quality Improvement Programs.,Randomised controlled trial
Vitamin D deficiency has been inversely associated with the incidence of respiratory illness in another cohort [41].,Cohort study
"primary care research network and childrenâs longitudinal cohort study is a collaboration between academic health outcome researchers at the University of Toronto, McGill University and a network of over 100 university affiliated primary healthcare providers (www.targetkids.ca).30 Children participating in TARGet Kids!",Cohort study
"A three-arm intervention study that included three different fibre types (mainly insoluble, soluble, and antioxidant fibre) supplemented (19.2 g/day) during 2 months in individuals with hypercholesterolemia was developed.",Randomised controlled trial
"Influences of nutrition and adiposity on bone mineral density in individuals with chronic spinal cord injury: A cross-sectional, observational study",Cross-sectional study
"A non-placebo controlled RCT showed healthy participants with 20-g supplementation of dietary fibre, inulin, for 6 weeks had a significant increase in serum butyrate and reduced systolic (ââ?.3 mmHg) and diastolic (ââ?.1 mmHg) BP [63â¢].",Randomised controlled trial
"The CNNHS 2010 to 2012 was a national representative crossâsectional study conducted by the National Institute for Nutrition and Health (NINH), Chinese Center for Disease Control and Prevention (China CDC).",Cross-sectional study
"According to the 7 studies investigated correlation between fasting insulin and RS supplementation, although level of fasting insulin was lower than control group in T2DM and obesity, most studies showed with no statistical significance (Additional file 1: Table S1).",Systematic analysis
"Population based studies are laced with confounders such as life style, race, and dietary variations; nevertheless, we probed the overlapping biomarkers using qualitative analysis from recent studies.",Cohort study
"We collected data from 12 randomized trials on low-carbohydrate diets including total cholesterol, high-density lipoprotein cholesterol (HDL-C), low-density lipoprotein cholesterol (LDL-C), triglycerides, and blood pressure levels, as well as weight as the endpoints.",Randomised controlled trial
"For example, glyphosate and Roundup treated females in the 13-week cohort presented mean urinary levels of glyphosate respectively of 1.354 mg/kg and 1.524 mg/kg, while the AMPA levels were respectively 0.013 mg/kg and 0.021 mg/kg.",Cohort study
Long-term adherence to the PNNS guidelines was estimated using validated dietary scores from 2007 and 2012.,Cohort study
"Similarly, a meta-analysis reported that a prevalence of VAD and marginal VAD both decreased with increasing age in Chinese children [9].",Meta-analysis
"Indeed, although RMR decreased by 8% after bed rest in the control group, no change was noted in the exercise group.",Randomised controlled trial
The results could guide investigations of diet and microbiota in observational prospective cohort studies.,Cohort study
An improved insulin economy might contribute to the benefits seen in epidemiological studies with whole grain diets on metabolic risk factors and weight regulation.,Cohort study
"Diagnosis of T2D was confirmed by scrutinizing medical records for symptoms, use of medication, and measuring fasting glucose levels following the guidelines of American Diabetes Association [18].",Cohort study
"Most quality improvement programs include smaller target groups and shorter intervention periods of six months, which may not be long enough to completely remove the Hawthorne effect.",Non-randomised controlled trial
"Animal experiments were performed at the animal facilities of Uppsala University or the GMC at the Helmholtz Zentrum MÃ¼nchen, Germany.","Animal research, In vivo studies"
Principle component analysis (PCA) and hierarchical clustering analysis (HCA) allowed visualization of differences in the case control matched analysis across time points.,Case-control study
"These in vivo mouse model studies show that the genetic decrease in ATP1A1 expression resulted in lower blood pressure set-points, consistent with predictions from ATP1A1âs known role in Na-reabsorption in the kidney [5,6], and the causal role of increased sodium levels on endothelial stiffness [17,18].","In vitro research, Laboratory research"
"To ensure compliance, participants received all study foods and drinks at the Core Facility Human Studies of the ZIEL- Institute for Food & Health, Freising, Germany.",Cohort study
"The study was approved by the local ethics committee; followed the principles of the Declaration of Helsinki; was conducted at the Clinical Research and Trials Unit, University of East Anglia (United Kingdom) between April 2012 and May 2013; and was registered at clinicaltrials.gov as NCT01530893.",Randomised controlled trial
All procedures were carried out in accordance with the guidelines laid down in the Declaration of Helsinki.,"In vitro research, Laboratory research"
This discrepancy in the direction of the interactions indicates the need for replication in other cohorts.,Cohort study
One prospective study of children that investigated microbial changes associated with weight gain over a 4-year period showed that the microbiotaâhostâdiet configuration could be a predictor of obesity [22].,Cohort study
"Of the 381 potential participants who completed an initial online screener, 42 were randomly assigned to the intervention arms (Figure 2).",Randomised controlled trial
"Strategies aiming at lowering blood pressure and preventing the decrease of HDL-C level should be considered for the precise treatment of childhood obesity in clinical practice, with the goal of improving metabolically healthy state.","Narrative review, Expert opinion, Editorial, Ideas"
"In a randomized crossover study, 10 healthy Chinese males (Age: 29âÂ±â? years; BMI: 21.9âÂ±â?.7 kg/m2) underwent 4 dietary treatments: CON-2 (2 large Low-Protein meals), CON-6 (6 Small Low-Protein meals), PRO-2 (2 Large High-Protein meals) and PRO-6 (6 Small High-Protein meals).",Randomised controlled trial
Our findings add new insights into the potential beneficial role of phenolic compounds in serum uric acid levels and the risk of hyperuricemia and could lead to further epidemiological studies in the field of cardiovascular disease prevention.,"Narrative review, Expert opinion, Editorial, Ideas"
The main hypothesis of this observational study was that polyunsaturated fatty acids could be beneficially associated with cardiovascular risk factors in contrast to a harmful association of saturated fatty acids.,Cohort study
The replication of identified metabotypes in a different cohort could further aid in the development of a simple and consistent metabotype definition.,Cohort study
"Epidemiologic studies have demonstrated that chronic exposure to cadmium may be related to blood pressure in the general population [7], [24].",Cohort study
All experiments were performed in triplicate.,"In vitro research, Laboratory research"
The study aimed to answer two major questions: (a) Do systemic markers of vitamin B12 status respond to short-term dietary intervention with a meat-rich or a plant-based diet?,Randomised controlled trial
"Since Collinsella has been reported to be associated with diet, dietary interventions such as prebiotics targeting Collinsella may be effective in preventing, improving, and alleviating PMS.","Narrative review, Expert opinion, Editorial, Ideas"
"Therefore, if dietary interventions could reduce the chronic systemic exposure of postprandial hypertriglyceridemia by modulating, in part, intestinal DGAT1 activity without significant and intolerable gastrointestinal side effects, this could be a potential dietary strategy to improve multiple cardiovascular and metabolic risks linked to postprandial hypertriglyceridemia.","Narrative review, Expert opinion, Editorial, Ideas"
"In this population-based study, we examined factors associated with glomerular filtration rates (GFR) in both genders.",Cohort study
"In cross-sectional studies, we see an apparently smooth change in the gut microbiota in the first 3 years of life, followed by relatively subtle changes thereafter.",Cross-sectional study
Blinding of outcome assessment was not mentioned in any of the studies.,Randomised controlled trial
"We decided not to stratify by sex, as we tested for interaction with the log-likelihood ratio test, and obtained a p-value > 0.05.",Randomised controlled trial
"The intervention phase lasted for 36 weeks, divided into two phases of 16 weeks wherein subjects consumed either extract or placebo, separated by a 4-week washout period, after which subjects transitioned to the opposite arm of the study.",Randomised controlled trial
"Our animal study verified the effects of early statin administration, before development of atherosclerosis, and provided histological evidence for early statin administration for primary prevention of advanced plaque development.","Animal research, In vivo studies"
All animal experiments were approved by the Animal Research Ethic Board (AREB) of McMaster University.,"Animal research, In vivo studies"
"In the present study, we evaluated whether the DPP-4 inhibitor vildagliptin could impact intestinal homeostasisâincluding the composition and activity of gut microbiotaâusing in vivo, ex vivo and in vitro approaches.","In vitro research, Laboratory research"
The ENRICA study was approved by the Clinical Research Ethics Committee of La Paz University Hospital (ethics approval code HULP-PI-1793).,Cohort study
"The design and methodology of this case-control study were described as previously [5, 14].",Case-control study
"The three treatments were: i) a bilberry extract delivering 320 mg of mostly delphinidin/trihydroxy type anthocyanins (BE), ii) a black rice extract delivering 320 mg of mostly cyanidin/dihydroxy type anthocyanins (BRE), and iii) a placebo control.",Randomised controlled trial
"The PC-SHOP study is a randomised, three-arm parallel controlled open-label trial with blinded assessment of the primary outcome.",Randomised controlled trial
"This is an exploratory, randomized, double-blind, placebo-controlled, parallel-group study conducted at the Experimental and Clinical Research Center of CharitÃ© - UniversitÃ¤tsmedizin Berlin, Germany.",Randomised controlled trial
The normal distribution of the LTI in this cohort is summarized in Table 3.,Cohort study
Continuous glucose monitoring was undertaken at the end of each intervention period.,Cohort study
"Our meta-analysis showed that fruit juice supplementation significantly lowered DBP values but did not significantly affect TC, HDL-C, LDL-C concentrations or SBP values.",Meta-analysis
"The ATTIS study, conducted between March 2017 and May 2019, was approved by the UK National Research Ethics Service (REC 16/LO/1910) and registered with clinicaltrials.gov (NCT02907684).",Cohort study
Larger cohorts are needed to confirm these findings and to clarify the mechanisms involved.,Cohort study
"Important patient-to-patient variations in responses are likely to be one detractor from the benefits observed in the large AREDS1 and AREDS2 clinical trials, suggesting that for some patients it could be important to assure that the administered levels achieved a substantial incremental increase from the baseline.",Randomised controlled trial
"until 3 p.m., when they were given an oral gavage consisting of a 1:1 mixture of glucose and fructose in a 0.9% NaCl saline.","In vitro research, Laboratory research"
"The clinical translation of the preclinical studies was assessed in 62 young (41â?6 years) patients with CKD G3âG5 [estimated glomerular filtration rate (eGFR) 24â?7 mL/min/1.73 m2, urine albumin:creatinine ratio (UACR) 630â?60 mg/g] [24].","Animal research, In vivo studies"
"With respect to platelet aggregation, consumption of the conventional fish increased the EC50 value of PAF in the second intervention period, whereas a non-significant increase was also found for the EC50 value of PAF after consumption of the enriched fish during the same period.",Randomised controlled trial
The inclusion criterion was healthy women over 50 years old (Table 1).,Cohort study
"Before experimental testing, each volunteer gave written informed consent.",Randomised controlled trial
The exclusion criteria were weight <110 lbs (50 kg); BMI â?0 kg/m2; LDL cholesterol >190 mg/dL; systolic blood pressure >160 mmHg; or diastolic blood pressure >90 mmHg.,Randomised controlled trial
"Our single case study revealed differences in nearly half the metabolome lipid analytes measured in a female patient with MSUD compared with a healthy matched control, as well as with a group of unmatched age-similar female controls.",Case series
"In this population-based cross-sectional study using data from the seventh KNHANES, we found that individuals with hyperuricemia had significantly higher odds for MetS and its components, except hyperglycemia in men and abdominal obesity in women.",Cross-sectional study
"Consistent with a recently published report [31], we observed that alcohol intake increased SR-BI gene expression compared to placebo.",Case report
"HEK293 cell line has previously been reported to contain only DGAT1 and not DGAT2, and has been validated as an in vitro model to determine TG synthesis via DGAT1 [34].","In vitro research, Laboratory research"
"However, further trials and cohort analyses in this area would increase confidence in these results.",Cohort study
"DNA analysis was performed by collecting blood samples (3 mL each) in EDTA tubes BD VacutainerÂ® tubes which were transferred in a (â?0 Â°C) temperature-controlled environment by the World Courier Company to perform genotyping at the LGC Genomics, London, UK (http://www.lgcgroup.com/services/genotyping, accessed on 26 February 2022).","In vitro research, Laboratory research"
"Results from this trial will be applicable to practice and nutrition guidelines because: (1) two widely accepted, clinically relevant alternatives will be directly compared; (2) a diverse sample of healthy children participating in routine healthcare will be involved; (3) practice settings representing the range of primary healthcare practice will be included (family medicine, primary care paediatrics, community health centres, etc); (4) patient-important health outcomes will be measured including adiposity, child cognitive development and nutrition and (5) the multidisciplinary team includes clinicians, parents and policymakers as partners in the research process.",Randomised controlled trial
"Although this is a high rate of response and retention, it serves to emphasize the quintessential issue of participant attrition in longitudinal cohorts.",Cohort study
"The impact of alcohol on the distribution of 3H-cholesterol along the RCT pathway was evaluated by measuring radioactivity content in plasma, liver, and feces.","In vitro research, Laboratory research"
"Analysis of safety parameters revealed an additional beneficial effect of the study product: Triglyceride levels decreased significantly under AbMIP (pâ?â?.0166), but remained stable under placebo (pâ?â?.9959; Table 2).",Randomised controlled trial
"In the present study, crossâsectional data were analysed from 2886 female participants aged 18â?0âyears from the China Health and Nutrition Survey wave 2009.",Cross-sectional study
"[6], but the BMI are nearly identical to that of the Singaporean cohort.",Cohort study
"Our animal studies suggest that IL-15 expression alters mitochondrial activity and mass and induces genetic expression of fatty acid oxidation markers in vivo, which could modulate body composition.","Animal research, In vivo studies"
"Study designs included cross-sectional (53 studies, 68 papers), repeated cross-sectional (3 studies, 5 papers), caseâcontrol (5 studies/papers), retrospective cohort (4 studies/papers), prospective cohort (6 studies/papers) and interventions (5 studies, 7 papers) table 1.",Cross-sectional study
"To demonstrate the relationship between the mRNA expression of ANGPTL3 genetic variants and cardiometabolic parameters, LCLs of 62 healthy subjects (24 men and 38 women) were collected from the AnsanâAnsung cohort of the KoGES (Institutional Review Board no.",Cohort study
"Although more interventional studies are needed to corroborate the latter results, this could have potential implications to improve efficacy in nutritional interventions.",Randomised controlled trial
Differences in microbiota composition attributed to the intervention diets used by Fava et al.,Cohort study
"Exclusion criteria included (1) history of gastrointestinal disorders or surgeries; (2) history of diabetes mellitus; (3) chronic use of anti-hypertensive, lipid-lowering, anti-diabetic, anti-inflammatory, or laxative medications; (4) antibiotic use three months prior to the study; (5) use of probiotic, prebiotic, omega-3 fatty acid, or herbal supplements; (6) intolerance to corn; (7) vegetarian; (8) smoking; (9) alcohol intake â¥â? drinks/week; and (10) >â? h of moderate-vigorous exercise per week.",Cohort study
"In healthy male (n=344), non-obese, non-diabetics, belonging to the city of SÃ£o Paulo branch of the Brazilian Longitudinal Study of Adult Health (ELSA-Brasil), we measured in plasma these non-cholesterol sterol markers, together with their anthropometric, dietary parameters, traditional atherosclerotic risk factors, and blood chemistry, coronary arterial calcium score (CAC), and ultrasonographically measured common carotid artery intima-media thickness (CCA-IMT).",Cohort study
"Intermittent fasting is a popular dietary intervention with perceived relatively easy compliance and is linked to various health benefits, including weight loss and improvement in blood glucose concentrations.","Narrative review, Expert opinion, Editorial, Ideas"
"Any incoherent entry is identified and evaluated by the operators in charge of data quality control and, if the case, clarification is asked to the pediatrician who enrolled the subject and supervised the data and sampling collection.",Cohort study
"Fecal samples were collected at baseline and end point in a subset of participants (n = 18 almond group, n = 17 control group) and processed within 2 h before analysis by gas chromatography, as described in Supplemental Methods.",Non-randomised controlled trial
"The CAD group had a significantly higher homocysteine level (13.91 Â± 4.55 mmol/L vs 10.97 Â± 3.45 mmol/L; p<0.05) and had a significantly higher percentage of smoking or stopping smoking â? years compared to the control group (73.3% vs 33.3%; p <0.05) (Table 1), indicating homocysteine and smoking as significant risk factors among CAD patients.",Case-control study
"However, the clinical research team members involved will know the identity of the participants.",Randomised controlled trial
"To analyze the evolution of the variables between groups, an analysis of variance for repeated measures was performed with an intrasubject factor (time manner: baseline and final for each study arm) and an intersubject factor (product: experimental and placebo).",Randomised controlled trial
"3GO was found to be associated with high BMIs, waist circumference, elevated fasting serum glucose, total cholesterol, triglyceride levels, systolic and diastolic pressures, and low serum HDL levels in our adult Asian cohort.",Cohort study
The demonstration of a significant carryover effect for some of the lipid AUC values and cholesterol intake should be considered a limitation of not prescribing diets preceding entry or during the washout period.,Randomised controlled trial
All animal studies were carried out in accordance with the recommendations in the Guide for the Care and Use of Laboratory Animals of the National Institutes of Health.,"Animal research, In vivo studies"
"Briefly, the patients diagnosed as CAD [International Classification of Diseases -10 codes I20-I25] according to World Health Organization 1999/2000 guideline [15â?6] were recruited from General Hospital of Guangzhou Military Command of Peopleâs Liberation Army in China between December 2008 and May 2011.",Cohort study
"To assess whether fructose intake led to an appreciable increase in portal acetate concentrations, we measured acetate in portal and systemic blood after gavage.","In vitro research, Laboratory research"
Rabbits were randomly divided into four treatment groups of 30 animals each balanced for sex (6 rabbits (3 males + 3 females) each cage Ã 5 replicates).,Randomised controlled trial
"The post intervention effect size and its 95% CI for FPG levels was significantly higher â?.7 (â?.9 to â?.6) in the intervention group as compared to the control group (Table 4), the percent reduction in serum insulin levels despite being more in the intervention group â?.5 (â?.0 to 1.0) were not statistically significant.",Randomised controlled trial
"In conclusion, in this study moderate alcohol consumption in mice was associated with little impact on macrophage RCT, and no effect on lipoprotein profile.","Animal research, In vivo studies"
studied 893 patients from the LifeLines-DEEP population cohort (LL-D) to study the relationship between the microbiota and metabolic risk factors for cardiovascular disease.,Cohort study
We then implemented the following quality control (QC) procedure to identify and remove potential outlying metabolites.,Cohort study
"Baseline data were obtained from the Ansan and Ansung study of the Korean Genome and Epidemiology Study (KoGES) conducted from 2001 to 2002 among 8314 Korean adults aged 40â?9 years including men (47.6%) and women (52.4%), and whole genomic SNP genotyping was performed.",Cohort study
"Clinical trials and experimental animal models all reported that the metabolic improvement of multiple diet intervention was associated with the increased abundance of Butyricicoccus (Pataky et al., 2016; Suriano et al., 2017; Gonzalez-Sarrias et al., 2018).","Animal research, In vivo studies"
"Indeed, using in vivo carbon-11 acetate and positron emission tomography, i.v.","In vitro research, Laboratory research"
"We and others have shown that IL-15 affects lipid deposition in differentiating human and murine 3T3-L1 adipocytes [25], [32], [39]; however, these experiments examine the effects of IL-15 on adipocytes during differentiation and do not assess its effects on mature adipocytes in vitro.","In vitro research, Laboratory research"
"In this article, we propose a panel of biomarkers (Table 2 ) that are involved in central metabolic pathways, are related to early metabolic derangements, and some of them have been associated with the presence of COVID-19, which could be used as a starting point and be validated in clinical trials (Table 1).",Randomised controlled trial
"Although BBR could effectively decrease serum TC, TG and LDL-c levels as compared to placebo, about 21.43% (9/42), 38.10% (16/42) and 54.76% (23/42) patients were still not responsive to the TG-, TC- and LDL-c-decreasing effects of BBR, respectively (Fig.",Randomised controlled trial
We first conducted an analysis of unmatched cases and controls selected from each cohort in order to identify changes in microbiota networks and relative genus abundance associated with stunting status and to select genera for inclusion in longitudinal analyses.,Cohort study
"control product on GI symptoms and exhaled H2 and CH4 during a combined nutrient and lactulose challenge test, an ANCOVA model was used with intervention group (FMP, control) as only factor.",Randomised controlled trial
