PMCID,ORIGINAL SENTENCE,NER ANNOTATION,IAO SECTION
PMC8625328_v1,"Children included in this cross-sectional study are a subsample (n = 204) from the “Obesity Research Study for Mexican Children” (ORSMEC), which includes school-age children (6 to 12 years) recruited from a summer camp of Mexican Health Ministry employees (Convivencia Infantil, Sindicato de la Secretaría de Salud) and Hospital Infantil de México Federico Gómez, as detailed elsewhere [22].","[{""entity_group"": ""methodology"", ""word"": ""cross - sectional study"", ""start"": 26, ""end"": 47, ""score"": 0.9999049305915833}, {""entity_group"": ""methodology"", ""word"": ""research study"", ""start"": 92, ""end"": 106, ""score"": 0.9988800287246704}]",IAO:0000317 methods section
PMC8625328_v1,"For this study, exclusion criteria included self-report of obesity-associated metabolic diseases, such as diabetes, as well as antibiotics use within the past 3 months, while elimination criteria were poorly or unanswered dietary information or +2.5 SD of mean total energy intake.","[{""entity_group"": ""methodology"", ""word"": ""exclusion criteria"", ""start"": 16, ""end"": 34, ""score"": 0.9998849630355835}]",IAO:0000317 methods section
PMC8625328_v1,"The inclusion criteria consisted of age between 18–60 years and the exclusion criteria included self-report of chronic or obesity-associated metabolic diseases, acute events such as illness or surgery and self-report of antibiotic use within the past three months.","[{""entity_group"": ""methodology"", ""word"": ""inclusion criteria"", ""start"": 4, ""end"": 22, ""score"": 0.9999403953552246}, {""entity_group"": ""methodology"", ""word"": ""exclusion criteria"", ""start"": 68, ""end"": 86, ""score"": 0.999940812587738}]",IAO:0000317 methods section
PMC8625328_v1,"In addition, given that the enterotypes algorithm has been reported to be susceptible to small sample size [32], the analysis was carried out over an extended dataset that included individuals’ data from the present study combined with a subsample (n = 125) of another Mexican adult cohort described in detail elsewhere [33].","[{""entity_group"": ""methodology"", ""word"": ""cohort"", ""start"": 283, ""end"": 289, ""score"": 0.9969471096992493}]",IAO:0000317 methods section
PMC8625328_v1,Observational studies show that high DF consumption has been associated with a decreased risk for different chronic diseases [37].,"[{""entity_group"": ""methodology"", ""word"": ""observational studies"", ""start"": 0, ""end"": 21, ""score"": 0.9992480278015137}]",IAO:0000319 discussion section
PMC8625328_v1,"Although more interventional studies are needed to corroborate the latter results, this could have potential implications to improve efficacy in nutritional interventions.","[{""entity_group"": ""methodology"", ""word"": ""interventional studies"", ""start"": 14, ""end"": 36, ""score"": 0.811931312084198}]",IAO:0000319 discussion section
PMC8625328_v1,"An in vitro study showed that the dominance of Prevotella in a human fecal inocula produced larger amounts of total SCFA and especially propionate from different fiber structures included in insoluble fibers, compared with fermentation with the Bacteroides-enriched sample [49].","[{""entity_group"": ""methodology"", ""word"": ""in vitro study"", ""start"": 3, ""end"": 17, ""score"": 0.9997708201408386}]",IAO:0000319 discussion section
PMC8625328_v1,"First, due to its cross-sectional nature, causality is not demonstrated.","[{""entity_group"": ""methodology"", ""word"": ""cross - sectional"", ""start"": 18, ""end"": 33, ""score"": 0.984254777431488}]",IAO:0000319 discussion section
PMC8625328_v1,"The study was conducted according to the guidelines of the Declaration of Helsinki, and approved by the Ethics Committee of participant institutions, Instituto Nacional de Medicina Genómica and Hospital Infantil de México (Approvals CEI 2017/13 and HIM 2017-90).","[{""entity_group"": ""methodology"", ""word"": ""guidelines"", ""start"": 41, ""end"": 51, ""score"": 0.9997736811637878}]",IAO:0000314 document part
PMC8638982_v1,In this study C57Bl/6J mice (N = 200) were split in five treatments and daily gavaged: 1) Normal control (NC); 2) HFD; 3) HFD + PDX; 4) HFD + B420 or 5) HFD + PDX + B420 (HFD+S).,"[{""entity_group"": ""methodology"", ""word"": ""normal control"", ""start"": 90, ""end"": 104, ""score"": 0.9998046159744263}]",IAO:0000315 textual abstract section
PMC8638982_v1,"At ten weeks of age, intervention week 0, each group of mice started one of the five treatments and gavaged daily (n = 40 per arm): 1) Normal control (NC; RM1-Special Diets Service); 2) High-fat diet (HFD, 60 kcal% fat, 20 kcal% protein, 20 kcal% carbohydrate, 5.21 kcal/kg; Research Diets Inc.","[{""entity_group"": ""methodology"", ""word"": ""intervention week"", ""start"": 21, ""end"": 38, ""score"": 0.9997612833976746}, {""entity_group"": ""methodology"", ""word"": ""normal control"", ""start"": 135, ""end"": 149, ""score"": 0.9998902678489685}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC8638982_v1,One mouse died at intervention week 7 prior to completion of the study.,"[{""entity_group"": ""methodology"", ""word"": ""intervention week"", ""start"": 18, ""end"": 35, ""score"": 0.919894814491272}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC8638982_v1,Body weight was recorded every week from the age of 10 weeks until the age of 19 weeks week (intervention week 0 to 9).,"[{""entity_group"": ""methodology"", ""word"": ""intervention week"", ""start"": 93, ""end"": 110, ""score"": 0.9926027059555054}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC8638982_v1,"After the end of the intervention, intervention week 9, the mice were anesthetized in the fasting state (overnight).","[{""entity_group"": ""methodology"", ""word"": ""intervention week"", ""start"": 35, ""end"": 52, ""score"": 0.9957932233810425}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC8638982_v1,The targeted metagenomic sequences from microbiota were analyzed using the bioinformatics pipeline established by Vaiomer from the FROGS guideline (described in detail in an [35]).,"[{""entity_group"": ""methodology"", ""word"": ""guideline"", ""start"": 137, ""end"": 146, ""score"": 0.9991748332977295}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC8638982_v1,The C57BL/6J mouse model with the intake of HFD showed significant (NC vs.,"[{""entity_group"": ""methodology"", ""word"": ""mouse model"", ""start"": 13, ""end"": 24, ""score"": 0.9992251396179199}]",IAO:0000318 results section
PMC8638982_v1,"HFD+PDX, p = 0.020) also reduced body weight gain during 8 weeks of intervention compared to HFD alone.","[{""entity_group"": ""methodology"", ""word"": ""weeks of intervention"", ""start"": 59, ""end"": 80, ""score"": 0.7689673900604248}]",IAO:0000318 results section
PMC8638982_v1,"In this study, the mechanism of probiotic, prebiotic and synbiotic treatment on fat accumulation was studied by administering HFD (with 60 kcal% fat) to C57BL/6J mouse model susceptible to diet induced obesity.","[{""entity_group"": ""methodology"", ""word"": ""mouse model"", ""start"": 162, ""end"": 173, ""score"": 0.9998583793640137}]",IAO:0000319 discussion section
PMC8638982_v1,This modulation of the Firmicutes/Bacteroidetes-ratio has been reported to be associated with overweight or obese phenotype not only in animal trials but also in observational human trials both in adults [42] and in children [42].,"[{""entity_group"": ""methodology"", ""word"": ""animal trials"", ""start"": 136, ""end"": 149, ""score"": 0.9998348951339722}, {""entity_group"": ""methodology"", ""word"": ""human trials"", ""start"": 176, ""end"": 188, ""score"": 0.9414966106414795}]",IAO:0000319 discussion section
PMC8638982_v1,The primary result of this nine weeks’ intervention study was that the metabolic response in C57BL/6J mice to HFD was modified by all three active diets and accompanied by the multi-compartmental changes in microbiota composition and metabolite profiles.,"[{""entity_group"": ""methodology"", ""word"": ""intervention study"", ""start"": 39, ""end"": 57, ""score"": 0.9989945292472839}]",IAO:0000319 discussion section
PMC8638982_v1,"On the other hand, pro- and synbiotics did not induce such reduced weight gain in this obesogenic mouse model.","[{""entity_group"": ""methodology"", ""word"": ""mouse model"", ""start"": 98, ""end"": 109, ""score"": 0.9916107654571533}]",IAO:0000319 discussion section
PMC8638982_v1,"Intriguingly, it should be noted that the ability of PDX to attenuate body weight gain demonstrated in this mice HFD study contrasts with what has previously been observed in a human study [11].","[{""entity_group"": ""methodology"", ""word"": ""human study"", ""start"": 177, ""end"": 188, ""score"": 0.995265543460846}]",IAO:0000319 discussion section
PMC8638982_v1,[29] conducted a human clinical trial on oral supplementation of A.,"[{""entity_group"": ""methodology"", ""word"": ""human clinical trial"", ""start"": 17, ""end"": 37, ""score"": 0.9962983727455139}]",IAO:0000319 discussion section
PMC8638982_v1,"Increasing the relative proportion of Akkermansia in the gut microbiota by prebiotics was studied in a clinical trial, in which B420 not only together with PDX but also alone was able to increase the prevalence of A.","[{""entity_group"": ""methodology"", ""word"": ""clinical trial"", ""start"": 103, ""end"": 117, ""score"": 0.9996457099914551}]",IAO:0000319 discussion section
PMC8638982_v1,muciniphila in human fecal samples during six-month intervention [25].,"[{""entity_group"": ""methodology"", ""word"": ""six - month intervention"", ""start"": 42, ""end"": 64, ""score"": 0.7727363109588623}]",IAO:0000319 discussion section
PMC8638982_v1,"[45] with a similar HFD mice model as the present study, found that Lactobacillus acidophilus 5 (LA5) administration promotes A.","[{""entity_group"": ""methodology"", ""word"": ""mice model"", ""start"": 24, ""end"": 34, ""score"": 0.9990429878234863}]",IAO:0000319 discussion section
PMC8638982_v1,"In a clinical trial, B420 alone, as well as together with PDX as a synbiotic product, modulated the dietary intake of the participants so that they consumed less calories than the placebo group, although no dietary recommendations or intervention was given [11].","[{""entity_group"": ""methodology"", ""word"": ""clinical trial"", ""start"": 5, ""end"": 19, ""score"": 0.999885618686676}, {""entity_group"": ""methodology"", ""word"": ""placebo group"", ""start"": 180, ""end"": 193, ""score"": 0.9993996024131775}]",IAO:0000319 discussion section
PMC8638982_v1,"One can speculate that one of the mechanisms behind the observed ability of PDX and B420 to modulate the calorie intake in clinical trial [11], could be modulation of the appetite hormone level release from human colonic cells by sustained propionate production.","[{""entity_group"": ""methodology"", ""word"": ""clinical trial"", ""start"": 123, ""end"": 137, ""score"": 0.9998345375061035}]",IAO:0000319 discussion section
PMC8638982_v1,"This kind of metabolic turnover could be expected from the prebiotic effect of the PDX-fiber, and the findings were in accordance with a previous human study in which the intake of PDX was correlated with increased levels of succinate, acetate, butyrate and propionate in fecal metabolome [9].","[{""entity_group"": ""methodology"", ""word"": ""human study"", ""start"": 146, ""end"": 157, ""score"": 0.999904453754425}]",IAO:0000319 discussion section
PMC8638982_v1,"Besides being a reactive oxygen species scavenger, human clinical studies indicate that glutathione administration has positive effects on patients with diagnosed fatty acid liver disease [58].","[{""entity_group"": ""methodology"", ""word"": ""clinical studies"", ""start"": 57, ""end"": 73, ""score"": 0.9909831285476685}]",IAO:0000319 discussion section
PMC8638982_v1,"420, alone and in combination, induced multi-compartmental changes in microbiota and metabolite levels in an obesogenic mouse model.","[{""entity_group"": ""methodology"", ""word"": ""mouse model"", ""start"": 120, ""end"": 131, ""score"": 0.9710910320281982}]",IAO:0000319 discussion section
PMC8638982_v1,"Supplementation of the dietary fiber, polydextrose, was reducing the weight gain during the high fat diet intervention.","[{""entity_group"": ""methodology"", ""word"": ""diet intervention"", ""start"": 101, ""end"": 118, ""score"": 0.9995310306549072}]",IAO:0000319 discussion section
PMC8640158_v1,Written informed consent was obtained from all the participants and their parents.,"[{""entity_group"": ""methodology"", ""word"": ""written informed consent"", ""start"": 0, ""end"": 24, ""score"": 0.9908769726753235}]",IAO:0000317 methods section
PMC8640158_v1,The IRB of Inje University Sanggye Paik Hospital (IRB approval number: SGPAIK 2020-04-005) approved this research protocol.,"[{""entity_group"": ""methodology"", ""word"": ""protocol"", ""start"": 114, ""end"": 122, ""score"": 0.6735290884971619}]",IAO:0000317 methods section
PMC8640158_v1,"We performed configuration of the database and complex multistage, probability sampling design analysis.","[{""entity_group"": ""methodology"", ""word"": ""probability sampling design"", ""start"": 67, ""end"": 94, ""score"": 0.9793223738670349}]",IAO:0000317 methods section
PMC8640158_v1,"To the best of our knowledge, this is the first epidemiological research study to show that cigarette smoking is linked to fasting plasma glucose in teenagers.","[{""entity_group"": ""methodology"", ""word"": ""e"", ""start"": 48, ""end"": 49, ""score"": 0.97193843126297}, {""entity_group"": ""methodology"", ""word"": ""##pidemiological research study"", ""start"": 49, ""end"": 78, ""score"": 0.8864489197731018}]",IAO:0000319 discussion section
PMC8640158_v1,"Epidemiological studies have shown that in recent decades, the trends in the prevalence of MetS in the United States are stable or decreasing [5,6], whereas it is increasing in Iran [15].","[{""entity_group"": ""methodology"", ""word"": ""epidemiological studies"", ""start"": 0, ""end"": 23, ""score"": 0.9799923896789551}]",IAO:0000319 discussion section
PMC8640158_v1,"Previous meta-analyses have suggested that the intake of most types of fatty acids in replacement of carbohydrates increased HDL-cholesterol, while increased intake of trans-fatty acids was associated with the reduction of HDL-cholesterol [32,33].","[{""entity_group"": ""methodology"", ""word"": ""meta - analyses"", ""start"": 9, ""end"": 22, ""score"": 0.999781608581543}]",IAO:0000319 discussion section
PMC8640158_v1,"In addition, several interventional studies have reported that low carbohydrate intake increases HDL-cholesterol by reducing the plasma apolipoprotein B (apoB)/apoA-1 ratio and insulin resistance [34,35].","[{""entity_group"": ""methodology"", ""word"": ""interventional studies"", ""start"": 21, ""end"": 43, ""score"": 0.9967271685600281}]",IAO:0000319 discussion section
PMC8640158_v1,"Recently, two epidemiologic studies demonstrated an increasing trend in the prevalence of prediabetes by HbA1c and serum glucose assessment and raised the need for urgent interventions among United States adolescents [36,37].","[{""entity_group"": ""methodology"", ""word"": ""e"", ""start"": 14, ""end"": 15, ""score"": 0.9976590871810913}, {""entity_group"": ""methodology"", ""word"": ""##pidemiologic studies"", ""start"": 15, ""end"": 35, ""score"": 0.9581447243690491}]",IAO:0000319 discussion section
PMC8640158_v1,"First, as this is not a longitudinal study, a causal relationship cannot be established.","[{""entity_group"": ""methodology"", ""word"": ""longitudinal study"", ""start"": 24, ""end"": 42, ""score"": 0.9889893531799316}]",IAO:0000319 discussion section
PMC8640158_v1,"Nonetheless, this is the first epidemiological study that investigated both the trends of MetS in Korean teenagers over the last 12 years and the related lifestyle factors using a nationally representative sample.","[{""entity_group"": ""methodology"", ""word"": ""e"", ""start"": 31, ""end"": 32, ""score"": 0.9975594282150269}, {""entity_group"": ""methodology"", ""word"": ""##pidemiological study"", ""start"": 32, ""end"": 52, ""score"": 0.9249383807182312}]",IAO:0000319 discussion section
PMC8657156_v1,A follow-up cohort study was conducted on 62 healthy adult women (33.6 ± 12.7 years).,"[{""entity_group"": ""methodology"", ""word"": ""follow - up cohort study"", ""start"": 2, ""end"": 24, ""score"": 0.9901461601257324}]",IAO:0000315 textual abstract section
PMC8657156_v1,"This follow-up cohort study was conducted on a female Muslim population resident in Melilla, a Spanish city on the coast of North Africa.","[{""entity_group"": ""methodology"", ""word"": ""follow - up cohort study"", ""start"": 5, ""end"": 27, ""score"": 0.9996317028999329}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC8657156_v1,We suggest that this reluctance to participate might have arisen from the study design and/or the characteristics of the religious precepts studied.,"[{""entity_group"": ""methodology"", ""word"": ""study design"", ""start"": 74, ""end"": 86, ""score"": 0.9995970726013184}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC8657156_v1,"This study was conducted in full accordance with the guidelines and ethical principles for medical research in human beings established by the World Medical Association in the Declaration of Helsinki (Finland, 1994), and as reviewed in successive assemblies, the most recent of which was the 64th General Assembly, held in Fortaleza (Brazil) in October 2013.","[{""entity_group"": ""methodology"", ""word"": ""guidelines"", ""start"": 53, ""end"": 63, ""score"": 0.9997897744178772}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC8657156_v1,"The study was conducted according to the guidelines of the Declaration of Helsinki, and approved by the Regional Hospital of Melilla (protocol code 201600500010163 and date of approval: 24 October 2016).","[{""entity_group"": ""methodology"", ""word"": ""guidelines"", ""start"": 41, ""end"": 51, ""score"": 0.9995818734169006}]",IAO:0000314 document part
PMC8657750_v1,"Accordingly, a 16-week feeding of mice a diet with 45% kcal coming from palm oil increased TLR4 and the NLRP3 inflammasome activity in dendritic cells differentiated in vitro from a bone marrow precursor [58].","[{""entity_group"": ""methodology"", ""word"": ""in vitro"", ""start"": 166, ""end"": 174, ""score"": 0.9993815422058105}]",IAO:0000319 discussion section
PMC8657750_v1,"Our results are also in agreement with a line of earlier studies on the influence of a palm oil-rich diet on total cholesterol and glucose levels, including two large meta-analyses of dietary intervention trials in humans.","[{""entity_group"": ""methodology"", ""word"": ""meta - analyses"", ""start"": 167, ""end"": 180, ""score"": 0.9782927632331848}]",IAO:0000319 discussion section
PMC8688713_v1,"C57BL/6J male mice were fed a normal control diet (NC), high-fat diet (HFD), and HFD plus 30% WGQK (HFD+QK) for 16 weeks.","[{""entity_group"": ""methodology"", ""word"": ""normal control"", ""start"": 30, ""end"": 44, ""score"": 0.9993859529495239}]",IAO:0000315 textual abstract section
PMC8688713_v1,"The animal study was reviewed and approved by the Institutional Animal Care and Use Committee of the Laboratory Animals Center at Zhejiang University, Hangzhou, China (No.","[{""entity_group"": ""methodology"", ""word"": ""animal study"", ""start"": 4, ""end"": 16, ""score"": 0.9999232292175293}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC8688713_v1,"After 1 week of acclimation, they were randomly allocated into three groups (n = 5/group): the NC group fed with low-fat D12450J (10% fat) diet, HFD group fed with high-fat D12492 (60% fat) diet, the HFD+QK group fed with high-fat D12492 plus 30% whole grain Qinke.","[{""entity_group"": ""methodology"", ""word"": ""randomly allocated"", ""start"": 39, ""end"": 57, ""score"": 0.9998999238014221}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC8688713_v1,Pooled quality control (QC) samples were prepared by combining 10 μL of each extraction mixture.,"[{""entity_group"": ""methodology"", ""word"": ""quality control"", ""start"": 7, ""end"": 22, ""score"": 0.9993354082107544}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC8688713_v1,UniFrac distance-based principal coordinate analysis (PCoA) was used to reveal distinct clustering of intestinal microbial communities in each experimental group.,"[{""entity_group"": ""methodology"", ""word"": ""experimental group"", ""start"": 143, ""end"": 161, ""score"": 0.9994721412658691}]",IAO:0000318 results section
PMC8688713_v1,"Similar results were obtained through a proof-of-concept study in overweight and obese human volunteers, showing that supplementation with A.","[{""entity_group"": ""methodology"", ""word"": ""proof - of - concept"", ""start"": 40, ""end"": 56, ""score"": 0.9854973554611206}]",IAO:0000319 discussion section
PMC8692731_v1,A total of 400 Zhijiang ducks (of similar body weight and 1 day age) was selected and randomly divided into four groups.,"[{""entity_group"": ""methodology"", ""word"": ""randomly divided"", ""start"": 86, ""end"": 102, ""score"": 0.9995238184928894}]",IAO:0000315 textual abstract section
PMC8692731_v1,"Control group (I) was fed with basal diet, while treatment groups II to IV were fed, respectively, with 150 mg/kg NSPases, 25 mg/kg Bacillus probiotics, and 150 mg/kg NSPases + 25 mg/kg Bacillus probiotics in their basal diet.","[{""entity_group"": ""methodology"", ""word"": ""control group"", ""start"": 0, ""end"": 13, ""score"": 0.9999138712882996}]",IAO:0000315 textual abstract section
PMC8692731_v1,"Compared to the control group I, the values of average final weight and ADG showed a significant increase in Group III, whereas Group II and Group IV exhibited an increasing trend with no significant difference (P > 0.05).","[{""entity_group"": ""methodology"", ""word"": ""control group"", ""start"": 16, ""end"": 29, ""score"": 0.9998682737350464}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC8692731_v1,"For the microbial composition analysis, pair-wise comparisons with Student’s T approach were used between experimental groups and the control group.","[{""entity_group"": ""methodology"", ""word"": ""control group"", ""start"": 134, ""end"": 147, ""score"": 0.9995391368865967}]",IAO:0000318 results section
PMC8692731_v1,"The PCoA and NMDS results further indicated that the group of diet NSPases + Bacillus was far from the control group, which was consistent with the above ACE and Chao analysis results.","[{""entity_group"": ""methodology"", ""word"": ""control group"", ""start"": 103, ""end"": 116, ""score"": 0.999919593334198}]",IAO:0000319 discussion section
PMC8697948_v1,"The study was conducted according to the guidelines of the Administration of Affairs Concerning Experimental Animal (Ministry of Science and Technology, China; revise in June 2004), and sample collection protocols were approved by the Livestock Care Committee of Gansu Agricultural University (Approval No.","[{""entity_group"": ""methodology"", ""word"": ""guidelines"", ""start"": 41, ""end"": 51, ""score"": 0.9997112154960632}]",IAO:0000314 document part
PMC8698100_v1,"The 35-day feeding trial was conducted on 240 one-day-old Ross 308 broiler chickens, allocated to four treatment groups with six replicates each.","[{""entity_group"": ""methodology"", ""word"": ""feeding trial"", ""start"": 11, ""end"": 24, ""score"": 0.9992297887802124}]",IAO:0000315 textual abstract section
PMC8698100_v1,"RBO was examined at different inclusion levels, 0% (control), 1% (RBO1%), 1.5% (RBO1.5%), and 2% (RBO2%) in a completely randomized design.","[{""entity_group"": ""methodology"", ""word"": ""completely randomized design"", ""start"": 110, ""end"": 138, ""score"": 0.9997832775115967}]",IAO:0000315 textual abstract section
PMC8698100_v1,The broiler chickens were individually weighed and randomly allotted to four treatment groups of 60 broiler chicks each (six replicates/group) using a completely randomized design.,"[{""entity_group"": ""methodology"", ""word"": ""completely randomized design"", ""start"": 151, ""end"": 179, ""score"": 0.9989738464355469}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC8698100_v1,"At the end of the feeding trial period (35 days), 12 broiler chickens (six males and six females) of an average LW of each group were selected for slaughtering by cervical dislocation after a period of 12h fasting.","[{""entity_group"": ""methodology"", ""word"": ""feeding trial"", ""start"": 18, ""end"": 31, ""score"": 0.9996497631072998}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC8698100_v1,The trial was performed using a completely randomized design with four experimental groups of six replicates each.,"[{""entity_group"": ""methodology"", ""word"": ""completely randomized design"", ""start"": 32, ""end"": 60, ""score"": 0.9947471022605896}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC8698100_v1,"The mean FCR of the RBO treatment groups was significantly improved (p < 0.001) during the starter, grower, and whole the experimental periods compared to the control group, this was indicated by linear (p < 0.001) and quadratic (p < 0.001) responses as a result of the inclusion of RBO in their diets.","[{""entity_group"": ""methodology"", ""word"": ""control group"", ""start"": 159, ""end"": 172, ""score"": 0.9999318718910217}]",IAO:0000318 results section
PMC8698100_v1,"The inclusion of RBO in the diets of broiler chickens influenced the dressing per cent, with significantly greater values (p < 0.001; linear, p < 0.001; quadratic, p < 0.05; cubic, p < 0.01) being observed in the RBO group compared to the control group.","[{""entity_group"": ""methodology"", ""word"": ""control group"", ""start"": 239, ""end"": 252, ""score"": 0.9999403953552246}]",IAO:0000318 results section
PMC8698100_v1,"The immune organs’ relative weights were significantly increased (p < 0.01) in the RBO groups compared to the control group, this was supported by linear response (p < 0.001).","[{""entity_group"": ""methodology"", ""word"": ""control group"", ""start"": 110, ""end"": 123, ""score"": 0.9998911023139954}]",IAO:0000318 results section
PMC8698100_v1,The serum concentrations of total lipids and triglycerides were linearly and quadratically (p < 0.001) decreased in the RBO groups compared to the control group.,"[{""entity_group"": ""methodology"", ""word"": ""control group"", ""start"": 147, ""end"": 160, ""score"": 0.9997739195823669}]",IAO:0000318 results section
PMC8698100_v1,RBO supplementation to broiler diets led to an increase (p < 0.001) in the serum HDL concentration and a decrease (p < 0.05) in the serum LDL level compared to the control group.,"[{""entity_group"": ""methodology"", ""word"": ""control group"", ""start"": 164, ""end"": 177, ""score"": 0.9997005462646484}]",IAO:0000318 results section
PMC8698100_v1,"Dietary RBO supplementation linearly and quadratically, and cubically decreased the triglycerides and cholesterol contents of both breast and thigh meat (p < 0.01) compared to the control group.","[{""entity_group"": ""methodology"", ""word"": ""control group"", ""start"": 180, ""end"": 193, ""score"": 0.9997966885566711}]",IAO:0000318 results section
PMC8698100_v1,"The inclusion of RBO to broiler diets resulted in a decrease (p < 0.01, linear, p < 0.01) in SFA content and an increase in the MUFA, PUFA, n-6 FA and n-3 FA, in breast meat of the RBO1.5% and RBO2% groups, compared to the control group.","[{""entity_group"": ""methodology"", ""word"": ""control group"", ""start"": 223, ""end"": 236, ""score"": 0.9999258518218994}]",IAO:0000318 results section
PMC8698100_v1,"Concerning the thigh meat, there was also a significant decrease (p < 0.001) in SFA content, while there was an enhancement (p < 0.001) for the MUFA, PUFA, and n-6 FA in the groups supplemented with RBO, this was supported by linear and quadratic responses (p < 0.01) compared to the control group.","[{""entity_group"": ""methodology"", ""word"": ""control group"", ""start"": 284, ""end"": 297, ""score"": 0.999938428401947}]",IAO:0000318 results section
PMC8698100_v1,"These bioactive components were reported to decrease the oxidative stress, blood cholesterol, and LDL levels in hyperlipidemic human subjects [31] or animal models [32,33], and they suggested that RBO may decrease the risk factors of cardiovascular diseases.","[{""entity_group"": ""methodology"", ""word"": ""animal models"", ""start"": 150, ""end"": 163, ""score"": 0.9992295503616333}]",IAO:0000319 discussion section
PMC8698100_v1,"In our study, there was an improvement of the final LW and total WG of the RBO groups compared to the control group.","[{""entity_group"": ""methodology"", ""word"": ""control group"", ""start"": 102, ""end"": 115, ""score"": 0.9998296499252319}]",IAO:0000319 discussion section
PMC8698100_v1,"In our study, RBO supplementation linearly reduced the serum AST, ALT, and ALP when compared with the control group.","[{""entity_group"": ""methodology"", ""word"": ""control group"", ""start"": 102, ""end"": 115, ""score"": 0.9997893571853638}]",IAO:0000319 discussion section
PMC8708915_v1,Synbiotics Easing Renal Failure by Improving Gut Microbiology II (SYNERGY II): A Feasibility Randomized Controlled Trial,"[{""entity_group"": ""methodology"", ""word"": ""randomized controlled trial"", ""start"": 93, ""end"": 120, ""score"": 0.9797548651695251}]",IAO:0000305 document title
PMC8708915_v1,"Adult participants with CKD and estimated glomerular filtration rate (eGFR) of 15–60 mL/min/1.73 m2) were recruited between April 2017 and August 2018 to a feasibility, double-blind, placebo-controlled, randomized trial of synbiotic therapy or matched identical placebo for 12 months.","[{""entity_group"": ""methodology"", ""word"": ""double - blind, placebo - controlled"", ""start"": 169, ""end"": 201, ""score"": 0.9987360239028931}, {""entity_group"": ""methodology"", ""word"": ""randomized trial"", ""start"": 203, ""end"": 219, ""score"": 0.999433696269989}, {""entity_group"": ""methodology"", ""word"": ""placebo"", ""start"": 262, ""end"": 269, ""score"": 0.9997610449790955}]",IAO:0000315 textual abstract section
PMC8708915_v1,"Of 166 potentially eligible patients, 68 (41%) were recruited into the trial (synbiotic n = 35, placebo n = 33).","[{""entity_group"": ""methodology"", ""word"": ""placebo"", ""start"": 96, ""end"": 103, ""score"": 0.9977028369903564}]",IAO:0000315 textual abstract section
PMC8708915_v1,"Synbiotic and placebo groups had acceptable and comparable 12-month retention rates (80% versus 85%, respectively, p = 0.60).","[{""entity_group"": ""methodology"", ""word"": ""##bo"", ""start"": 19, ""end"": 21, ""score"": 0.9498512148857117}]",IAO:0000315 textual abstract section
PMC8708915_v1,"The Synbiotics Easing Renal Failure by Improving Gut Microbiology II (SYNERGY II) study was a double-blind, placebo-controlled, randomized controlled trial assessing the feasibility and acceptability of 12-month synbiotic supplementation in patients with moderate to severe CKD.","[{""entity_group"": ""methodology"", ""word"": ""double - blind, placebo - controlled"", ""start"": 94, ""end"": 126, ""score"": 0.9866724610328674}, {""entity_group"": ""methodology"", ""word"": ""randomized controlled trial"", ""start"": 128, ""end"": 155, ""score"": 0.959027111530304}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC8708915_v1,"Ethical approval was granted through the Metro South Human Research Ethics Committee (HREC/16/QPAH/336) and the University of Queensland Human Research Ethics committee, and the study adhered to the Declaration of Helsinki.","[{""entity_group"": ""methodology"", ""word"": ""human research"", ""start"": 53, ""end"": 67, ""score"": 0.9999301433563232}, {""entity_group"": ""methodology"", ""word"": ""human research"", ""start"": 137, ""end"": 151, ""score"": 0.9999222159385681}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC8708915_v1,All patients provided written consent prior to enrolment and participation.,"[{""entity_group"": ""methodology"", ""word"": ""consent"", ""start"": 30, ""end"": 37, ""score"": 0.5730336904525757}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC8708915_v1,The SYNERGY II study was registered with the Australian and New Zealand Clinical Trials Registry (ACTRN12617000324314).,"[{""entity_group"": ""methodology"", ""word"": ""clinical trials"", ""start"": 72, ""end"": 87, ""score"": 0.9997860789299011}]",IAO:0000633 materials section; IAO:0000317 methods section
